"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1139",1139,20,"RL",0.69,98.19,"Pave","None","IR1","Lvl","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",6,5,1977,1977,"Gable","CompShg","Plywood","ImStucc","None",0,"TA","TA","PConc","TA","TA","Gd","ALQ",15.67,"Unf",0,0,15.67,"GasA","TA","Y","SBrkr",1567,0,0,15.67,1,0,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd",1977,"RFn",2,7.14,"TA","TA","Y",2.64,0.32,0,0,0,0,"None","None","None",0,5,2009,"WD","Normal",196000
"1140",1140,30,"RL",0.98,87.31,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,5,1920,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","Fa","BrkTil","TA","TA","No","BLQ",6.45,"Unf",0,2.7,9.15,"GasA","TA","Y","SBrkr",1167,0,0,11.67,0,0,1,0,3,1,"TA",6,"Maj1",1,"Gd","Detchd",1972,"Unf",2,4.95,"TA","TA","Y",0,0,2.16,0,1.26,0,"None","None","None",0,5,2007,"WD","Normal",144000
"1141",1141,20,"RL",0.6,73.5,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1951,1951,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Mn","ALQ",8.52,"Unf",0,1,9.52,"GasA","TA","Y","SBrkr",952,0,0,9.52,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd",1988,"Unf",2,8.4,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,6,2008,"COD","Abnorml",139000
"1142",1142,60,"RL",0.69,103.04,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","PosN","Norm","1Fam","2Story",5,7,1976,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",44,"TA","Gd","CBlock","TA","TA","No","ALQ",3.81,"Unf",0,3.99,7.8,"GasA","Ex","Y","SBrkr",1088,780,0,18.68,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1976,"Unf",2,4.84,"TA","TA","Y",4.48,0.96,0,0,0,0,"None","None","None",0,10,2009,"WD","Normal",197500
"1146",1146,50,"RM",0.52,62.4,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,6,1928,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,10.42,10.42,"GasA","Ex","Y","SBrkr",1042,534,0,15.76,0,0,1,0,3,1,"TA",8,"Typ",1,"Gd","Detchd",1928,"Unf",1,2.25,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,8,2006,"WD","Family",149000
"1147",1147,20,"RL",0.69,112,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1985,1985,"Gable","CompShg","Wd Sdng","Wd Shng","BrkFace",85,"Gd","TA","CBlock","Gd","TA","No","GLQ",12.58,"Unf",0,0.4,12.98,"GasA","TA","Y","SBrkr",1298,0,0,12.98,1,0,2,0,3,1,"Gd",5,"Typ",1,"TA","Attchd",1985,"Unf",2,4.03,"TA","TA","Y",1.65,0.26,0,0,0,0,"None","None","None",0,5,2006,"WD","Normal",180000
"1148",1148,70,"RL",0.75,120,"Pave","None","Reg","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,7,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",2.75,"Unf",0,4.29,7.04,"GasA","Ex","Y","SBrkr",860,704,0,15.64,0,0,1,1,3,1,"Fa",7,"Typ",1,"Gd","Attchd",1941,"Unf",1,2.34,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,7,2009,"WD","Normal",174500
"1150",1150,70,"RM",0.5,90,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","2Story",7,9,1920,1988,"Hip","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","TA","TA","No","ALQ",6.24,"Unf",0,0.26,6.5,"GasA","Ex","Y","SBrkr",832,650,0,14.82,0,1,1,0,3,1,"TA",7,"Typ",0,"None","Detchd",1930,"Unf",2,3.24,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,7,2009,"WD","Normal",143000
"1151",1151,20,"RL",0.57,82.8,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1950,1950,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,9.32,9.32,"GasA","Ex","Y","FuseA",932,0,0,9.32,0,0,1,0,2,1,"Gd",4,"Typ",1,"Gd","Attchd",1950,"Unf",1,3.06,"TA","TA","Y",0,0,2.14,0,0,0,"None","GdPrv","None",0,11,2007,"WD","Normal",124000
"1152",1152,20,"RL",1.34,177.55,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,4,1959,1959,"Gable","CompShg","HdBoard","Plywood","BrkFace",132,"TA","TA","CBlock","TA","TA","No","BLQ",1.76,"Unf",0,12.9,14.66,"GasA","TA","Y","SBrkr",1466,0,0,14.66,0,0,1,1,3,1,"Fa",6,"Typ",2,"Gd","Attchd",1959,"Fin",2,5.28,"TA","TA","Y",0,1.4,0,0,1,0,"None","None","None",0,11,2006,"WD","Normal",149900
"1154",1154,30,"RM",0.69,58.9,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",6,8,1930,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","TA","Av","ALQ",5.38,"Unf",0,2.78,8.16,"GasA","Ex","Y","SBrkr",816,0,0,8.16,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",2002,"Unf",1,4.32,"TA","TA","Y",0,0,0.96,0,0,0,"None","None","None",0,6,2008,"WD","Normal",120500
"1155",1155,60,"RL",0.69,137,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",7,6,1965,1988,"Gable","CompShg","VinylSd","VinylSd","Stone",288,"TA","TA","CBlock","TA","TA","Gd","ALQ",4.54,"Unf",0,4.1,8.64,"GasA","TA","Y","SBrkr",902,918,0,18.2,0,0,1,2,4,1,"Gd",8,"Typ",2,"Gd","Attchd",1965,"Unf",2,4.92,"TA","TA","Y",0.6,0.84,0,0,2.73,0,"None","GdPrv","None",0,5,2008,"WD","Normal",201800
"1157",1157,80,"RL",0.85,93.5,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,8,1965,1999,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","Gd","PConc","TA","TA","Gd","ALQ",6.33,"Unf",0,5.86,12.19,"GasA","Gd","Y","SBrkr",1265,0,0,12.65,0,1,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",1965,"RFn",2,5.02,"TA","TA","Y",0,0.92,0,96,0,0,"None","MnPrv","None",0,10,2008,"WD","Normal",179900
"1160",1160,60,"RL",0.76,91.2,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,6,1974,1974,"Hip","CompShg","HdBoard","HdBoard","BrkFace",270,"Gd","TA","CBlock","TA","TA","No","ALQ",4.42,"Unf",0,4.59,9.01,"GasA","TA","Y","SBrkr",943,933,0,18.76,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1974,"RFn",2,5.4,"Gd","TA","Y",0,0.69,0,0,0,0,"None","None","None",0,7,2008,"WD","Normal",185000
"1161",1161,160,"RL",0.24,22.8,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","Twnhs","2Story",6,5,1978,1978,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",3.11,"Unf",0,5.44,8.55,"GasA","Fa","Y","SBrkr",855,601,0,14.56,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1978,"Unf",2,4.4,"TA","TA","Y",0.26,0,0,0,0,0,"None","None","None",0,7,2010,"WD","Normal",146000
"1162",1162,20,"RL",0.69,147.78,"Pave","None","IR1","Low","AllPub","CulDSac","Gtl","Crawfor","PosN","Norm","1Fam","1Story",6,7,1954,2006,"Hip","CompShg","HdBoard","HdBoard","BrkFace",72,"Gd","TA","CBlock","TA","TA","No","BLQ",7.28,"Unf",0,5.68,12.96,"GasA","Ex","Y","SBrkr",1640,0,0,16.4,1,0,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd",1993,"Unf",2,9.24,"TA","TA","Y",1.08,0,0,216,0,0,"None","None","None",0,11,2008,"WD","Normal",224000
"1163",1163,20,"RL",1.09,87.24,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1968,1968,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",4.92,"Unf",0,4.02,8.94,"GasA","Gd","Y","SBrkr",894,0,0,8.94,0,0,1,0,3,1,"TA",5,"Typ",1,"Po","Attchd",1968,"Fin",2,4.5,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,5,2007,"WD","Normal",129000
"1165",1165,80,"RL",0.69,161.57,"Pave","None","IR1","Lvl","AllPub","FR2","Gtl","Veenker","Feedr","Norm","1Fam","SLvl",5,7,1978,1978,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","PConc","Gd","TA","Gd","ALQ",6.8,"Rec",3.91,2.89,13.6,"GasA","Ex","Y","SBrkr",1432,0,0,14.32,1,0,1,1,2,1,"Gd",5,"Typ",1,"TA","Attchd",1978,"Unf",2,5.88,"TA","TA","Y",1.68,1.8,0,0,0,0,"None","None","None",0,6,2007,"WD","Normal",194000
"1168",1168,60,"RL",0.58,108.52,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",7.86,"Unf",0,1.73,9.59,"GasA","Ex","Y","SBrkr",959,712,0,16.71,1,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2000,"Fin",2,4.72,"TA","TA","Y",0,0.38,0,0,0,0,"None","None","None",0,2,2006,"WD","Normal",173000
"1171",1171,80,"RL",0.76,98.8,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",5.22,"Unf",0,5.74,10.96,"GasA","TA","Y","SBrkr",1118,0,0,11.18,1,0,1,0,3,1,"TA",6,"Typ",1,"Po","Attchd",1977,"Fin",1,3.58,"TA","TA","Y",2.03,0,0,0,0,5.76,"Gd","GdPrv","None",0,7,2008,"WD","Normal",171000
"1172",1172,20,"RL",0.76,91.2,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1958,1958,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",6.62,"Unf",0,5.99,12.61,"GasA","Ex","Y","SBrkr",1261,0,0,12.61,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1958,"RFn",2,4.33,"TA","TA","Y",0,0,0,0,2.88,0,"None","None","Shed",1400,11,2008,"WD","Normal",163000
"1173",1173,160,"FV",0.35,40.17,"Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2006,2007,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,6.25,6.25,"GasA","Ex","Y","SBrkr",625,625,0,12.5,0,0,2,1,2,1,"Gd",5,"Typ",0,"None","Detchd",2006,"Fin",2,6.25,"TA","TA","Y",0,0.54,0,0,0,0,"None","None","None",0,3,2008,"WD","Normal",171900
"1178",1178,50,"RM",0.69,39.5,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",6,8,1926,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",4.68,"Unf",0,3.5,8.18,"GasA","TA","Y","SBrkr",818,406,0,12.24,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd",1926,"Unf",1,2.1,"TA","TA","N",0,0,1.16,0,0,0,"None","None","None",0,12,2009,"WD","Normal",115000
"1179",1179,50,"RL",0.54,76.81,"Pave","None","IR1","Lvl","AllPub","FR2","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,1921,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,7.31,7.31,"GasA","Ex","Y","SBrkr",820,523,0,13.43,0,0,1,1,3,1,"TA",7,"Typ",1,"Gd","Detchd",1921,"Unf",1,1.86,"Fa","TA","Y",1.92,0,1.02,0,0,0,"None","None","None",0,7,2009,"WD","Normal",154900
"1180",1180,20,"RL",0.77,83.35,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA","Gd","Y","SBrkr",1124,0,0,11.24,0,0,1,0,3,1,"TA",5,"Min2",1,"Gd","None",1980,"None",0,0,"None","None","N",0,0.36,1.9,0,0,0,"None","None","None",0,4,2006,"WD","Normal",93000
"1184",1184,30,"RL",0.6,108,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,1920,1950,"Hip","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",8.21,"Unf",0,2.99,11.2,"GasA","Ex","Y","SBrkr",1130,0,0,11.3,1,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1970,"Unf",2,7.2,"TA","TA","Y",2.29,0,0,0,0,0,"None","None","None",0,6,2006,"WD","Normal",120000
"1185",1185,20,"RL",0.5,351.33,"Grvl","None","Reg","Lvl","AllPub","Inside","Mod","Timber","Norm","Norm","1Fam","1Story",5,4,1963,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",226,"TA","TA","CBlock","TA","TA","Gd","Rec",11.59,"Unf",0,4.13,15.72,"GasA","Gd","Y","SBrkr",1572,0,0,15.72,1,0,1,1,3,1,"TA",5,"Typ",2,"TA","2Types",1963,"RFn",3,9.95,"TA","TA","Y",0,2.63,0,0,2.63,0,"None","None","None",0,5,2007,"WD","Normal",186700
"1189",1189,60,"RL",0.68,89.35,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",95,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,8.31,8.31,"GasA","Ex","Y","SBrkr",831,829,0,16.6,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd",2002,"RFn",2,4.93,"TA","TA","Y",1.44,0.68,0,0,0,0,"None","None","None",0,7,2009,"WD","Normal",195000
"1190",1190,60,"RL",0.6,75,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,9.94,9.94,"GasA","Gd","Y","SBrkr",1028,776,0,18.04,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1999,"Fin",2,4.42,"TA","TA","Y",1.4,0.6,0,0,0,0,"None","None","None",0,6,2010,"WD","Normal",189000
"1193",1193,50,"RM",0.6,96,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,8,1925,1994,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","Mn","Unf",0,"Unf",0,7.02,7.02,"GasA","Gd","Y","SBrkr",842,630,0,14.72,0,0,1,0,3,1,"Gd",6,"Typ",0,"None","Detchd",1925,"Unf",1,2.5,"TA","Fa","P",0,0,0.84,0,0,0,"None","GdWo","None",0,7,2007,"WD","Normal",125000
"1194",1194,120,"RM",0.69,45,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1999,1999,"Hip","CompShg","VinylSd","VinylSd","BrkFace",425,"TA","TA","PConc","Ex","TA","No","GLQ",8.83,"Unf",0,3.41,12.24,"GasA","Ex","Y","SBrkr",1224,0,0,12.24,1,0,2,0,2,1,"TA",5,"Typ",0,"None","Attchd",1999,"Fin",2,4.02,"TA","TA","Y",0,3.04,0,0,0,0,"None","None","None",0,6,2009,"WD","Normal",165000
"1195",1195,60,"RL",0.8,93.64,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,7,1969,1969,"Gable","CompShg","HdBoard","HdBoard","Stone",143,"TA","TA","CBlock","TA","TA","No","ALQ",3.71,"Unf",0,2.92,6.63,"GasA","TA","Y","SBrkr",663,689,0,13.52,0,0,1,1,4,1,"TA",7,"Typ",0,"None","Attchd",1969,"Fin",1,2.99,"TA","TA","Y",3.79,0.36,0,0,0,0,"None","MnPrv","None",0,3,2010,"WD","Normal",158000
"1196",1196,60,"RL",0.51,80.29,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.28,7.28,"GasA","Ex","Y","SBrkr",728,728,0,14.56,0,0,2,1,3,1,"Gd",8,"Typ",0,"None","Attchd",2005,"Fin",2,4,"TA","TA","Y",1,0.24,0,0,0,0,"None","None","None",0,7,2008,"WD","Normal",176000
"1198",1198,75,"RM",0.65,88.5,"Pave","None","IR1","Bnk","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",7,6,1916,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,8.15,8.15,"GasA","Ex","Y","SBrkr",815,875,0,16.9,0,0,1,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",1916,"Unf",1,2.25,"TA","TA","Y",0,0,3.3,0,0,0,"None","None","None",0,7,2006,"ConLw","Normal",144000
"1199",1199,20,"RL",0.7,91,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,12.12,12.12,"GasA","Ex","Y","SBrkr",1212,0,0,12.12,0,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",2001,"RFn",2,5.73,"TA","TA","Y",3.56,0,0,0,0,0,"None","None","None",0,6,2009,"WD","Normal",178000
"1200",1200,20,"RL",0.75,112.35,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",4,5,1963,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace",51,"TA","TA","CBlock","TA","TA","No","Rec",5.47,"Unf",0,5.04,10.51,"GasA","Gd","Y","SBrkr",1382,0,0,13.82,0,0,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd",1974,"Unf",2,4.59,"TA","TA","Y",0,0.82,0,0,0,0,"None","None","None",0,10,2006,"WD","Normal",148000
"1201",1201,20,"RL",0.71,93.53,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1970,1970,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,8.64,8.64,"GasA","Gd","Y","SBrkr",864,0,0,8.64,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd",1972,"Unf",1,2.8,"TA","TA","Y",0,0,0,0,0,0,"None","None","Shed",0,7,2006,"Oth","Abnorml",116050
"1202",1202,60,"RL",0.8,104,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,8.66,8.66,"GasA","Ex","Y","SBrkr",866,913,0,17.79,0,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd",1998,"RFn",2,5.46,"TA","TA","Y",1.98,0.36,0,0,0,0,"None","None","None",0,3,2009,"WD","Normal",197900
"1203",1203,50,"RM",0.5,60,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,8,1925,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,8.84,8.84,"GasA","Ex","Y","SBrkr",884,464,0,13.48,1,0,1,0,3,1,"TA",5,"Typ",1,"Fa","Detchd",1960,"Unf",1,2.16,"TA","TA","N",0,0,2.08,0,0,0,"None","None","None",0,5,2009,"WD","Normal",117000
"1204",1204,20,"RL",0.75,97.5,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2000,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",171,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,16.3,16.3,"GasA","Ex","Y","SBrkr",1630,0,0,16.3,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2000,"Unf",2,4.51,"TA","TA","Y",0.74,2.34,0,0,0,0,"None","None","None",0,10,2009,"WD","Normal",213000
"1205",1205,20,"RL",0.78,101.4,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1975,1975,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",7.88,"Unf",0,2.68,10.56,"GasA","Ex","Y","SBrkr",1074,0,0,10.74,1,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd",1975,"RFn",2,4.95,"TA","TA","Y",0,0.88,0,0,0,0,"None","MnPrv","None",0,7,2006,"WD","Normal",153500
"1208",1208,20,"RL",0.7,91.35,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,"Gd","TA","PConc","Gd","TA","Av","GLQ",3.4,"Unf",0,13.42,16.82,"GasA","Ex","Y","SBrkr",1700,0,0,17,1,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd",2003,"RFn",2,5.44,"TA","TA","Y",1.92,0.23,0,0,0,0,"None","None","None",0,5,2006,"WD","Normal",200000
"1209",1209,20,"RL",0.7,77.63,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1962,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",5.04,"BLQ",1.08,3.19,9.31,"GasA","TA","Y","SBrkr",1283,0,0,12.83,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd",1980,"Unf",2,5.06,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,10,2008,"WD","Normal",140000
"1211",1211,60,"RL",0.7,112.18,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1992,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,10.55,10.55,"GasA","Ex","Y","SBrkr",1055,790,0,18.45,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1992,"RFn",2,4.62,"TA","TA","Y",6.35,1.04,0,0,0,0,"None","GdPrv","Shed",400,5,2010,"WD","Normal",189000
"1213",1213,30,"RL",0.5,93.4,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,6,1941,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",3.44,"Unf",0,3.28,6.72,"GasA","TA","Y","SBrkr",672,0,0,6.72,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Attchd",1941,"Unf",1,2.34,"TA","TA","N",0,1.13,0,0,0,0,"None","None","None",0,8,2009,"WD","Normal",113000
"1215",1215,85,"RL",0.69,102.05,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SFoyer",5,5,1962,1962,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",7.84,"Unf",0,1.41,9.25,"GasA","TA","Y","SBrkr",999,0,0,9.99,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd",1962,"Unf",1,3,"TA","TA","Y",1.5,0.72,0,0,0,0,"None","None","None",0,5,2006,"WD","Normal",134500
"1216",1216,20,"RL",0.99,70.94,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",1.8,"LwQ",3.74,3.4,8.94,"GasA","TA","Y","SBrkr",894,0,0,8.94,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd",1966,"RFn",1,3.84,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,5,2007,"WD","Normal",125000
